name,gender,embedding_movie_1,embedding_movie_2,embedding_movie_3
Jonathan Holmes,2,"[48.442, 7.119, 2015, 0, 0]","[57.391, 6.255, 2016, 140000000, 195243411]","[64.012, 8.3, 0, 0, 0]"
Franchot Tone,2,"[15.822, 7.343, 1935, 1950000, 4460000]","[8.006, 6.944, 1943, 855000, 1200000]","[6.74, 7.064, 1944, 0, 0]"
Jackie Joseph,1,"[11.466, 6.216, 1960, 30000, 0]","[46.121, 7.092, 1984, 11000000, 153083102]","[31.828, 6.393, 1990, 50000000, 41482207]"
Dora Bryan,1,"[7.603, 6.9, 1961, 0, 0]","[2.914, 6.7, 1989, 4000000, 670774]","[7.889, 6.5, 2005, 4000000, 973613]"
Meaghan Jette Martin,1,"[16.22, 6.426, 2008, 0, 0]","[14.417, 6.332, 2010, 0, 0]","[34.732, 5.224, 2011, 0, 0]"
Gethin Anthony,2,"[7.229, 6.709, 2014, 0, 0]","[12.601, 5.689, 2017, 10000000, 0]","[12.827, 6.8, 2017, 0, 0]"
Ebony Jo-Ann,1,"[16.223, 6.324, 2001, 48000000, 76019048]","[87.131, 6.362, 2010, 80000000, 271430189]","[88.957, 6.118, 2013, 80000000, 247022278]"
Michael Muhney,2,"[6.848, 5.179, 2014, 0, 0]","[162.37, 7.815, 0, 0, 0]","[554.826, 8.503, 0, 0, 0]"
Joan Rivers,1,"[27.634, 6.834, 1987, 22700000, 38119483]","[133.356, 7.253, 2004, 150000000, 928760770]","[74.059, 6.927, 2013, 200000000, 1215577205]"
Ron Canada,2,"[36.271, 6.612, 2004, 100000000, 347512318]","[22.156, 6.477, 2005, 40000000, 288485135]","[89.438, 6.288, 2015, 68000000, 215863606]"
Rae Dawn Chong,1,"[34.832, 6.668, 1985, 10000000, 57500000]","[22.355, 7.747, 1985, 15000000, 146292000]","[9.144, 6.178, 2011, 10000000, 4417580]"
Jerry Trainor,2,"[44.332, 7.782, 2001, 6000000, 7500000]","[87.782, 7.671, 0, 0, 0]","[189.731, 7.986, 0, 0, 0]"
William Fawcett,2,"[14.055, 7.853, 1951, 1821052, 1300000]","[12.075, 6.709, 1961, 4260000, 0]","[10.322, 7.121, 1962, 0, 8000000]"
Arye Gross,2,"[11.148, 5.4, 1987, 3000000, 10000000]","[37.682, 6.414, 2000, 90000000, 237202299]","[29.135, 7.342, 2002, 102000000, 358372926]"
Viva Bianca,1,"[18.627, 6.554, 2011, 0, 0]","[8.394, 5.945, 2015, 0, 0]","[209.045, 7.991, 0, 2800000, 0]"
Crystal Bernard,1,"[9.221, 5.103, 1987, 0, 0]","[4.948, 6.074, 2004, 0, 0]","[81.922, 6.888, 0, 0, 0]"
Jill Flint,1,"[11.253, 7.085, 2004, 2500000, 26781723]","[90.379, 6.693, 2012, 215000000, 757930663]","[49.199, 7.597, 0, 0, 0]"
Samantha Ferris,1,"[20.598, 6.337, 2001, 60000000, 105178561]","[11.722, 5.993, 2012, 18200000, 0]","[121.539, 7.225, 0, 0, 0]"
Rebecca Dalton,1,"[15.866, 6.9, 2010, 0, 0]","[2.527, 5.7, 2019, 0, 0]","[8.039, 5.904, 2020, 0, 0]"
Katie Findlay,1,"[11.792, 6.104, 2013, 0, 1770376]","[14.904, 5.491, 2014, 0, 0]","[196.039, 7.871, 0, 0, 0]"
Tyner Rushing,1,"[33.376, 7.046, 2018, 70000000, 105713218]","[44.946, 6.406, 2022, 0, 2122288]","[388.591, 7.719, 0, 0, 0]"
Gregory Alan Williams,2,"[93.646, 5.9, 2015, 155000000, 440603537]","[53.535, 8.058, 2016, 25000000, 235956898]","[41.215, 6.114, 2019, 6000000, 33224654]"
Harris Yulin,2,"[81.492, 8.165, 1983, 25000000, 66023329]","[50.15, 6.718, 2001, 90000000, 347325802]","[48.328, 7.489, 2001, 45000000, 104900000]"
Kathryn Davis,1,"[14.32, 6.231, 2018, 0, 0]","[4.631, 6.4, 2021, 0, 0]","[7.366, 5.9, 2022, 0, 0]"
Cam Clarke,2,"[42.363, 6.001, 2012, 125000000, 198802074]","[129.064, 7.735, 2014, 165000000, 657827828]","[115.04, 7.58, 0, 0, 0]"
Poppy Drayton,1,"[27.271, 5.023, 2018, 0, 2614006]","[72.901, 7.019, 0, 0, 0]","[70.127, 7.3, 0, 0, 73000]"
Demetri Martin,2,"[11.616, 6.21, 2009, 30000000, 9975737]","[19.888, 6.638, 2011, 60000000, 137551594]","[156.501, 7.7, 0, 0, 0]"
Matthew Sato,2,"[39.979, 7.7, 0, 0, 0]","[272.315, 7.733, 0, 0, 0]","[50.66, 7.998, 0, 0, 0]"
Serj Tankian,2,"[1.236, 4.3, 2011, 0, 0]","[0.728, 5.1, 2011, 0, 0]","[4.908, 7.458, 2012, 0, 0]"
Logan Browning,1,"[13.943, 5.731, 2007, 20000000, 26000000]","[10.43, 6.475, 2018, 0, 0]","[35.418, 6.21, 0, 0, 0]"
Gene Jones,2,"[46.84, 7.936, 2007, 25000000, 171627166]","[32.901, 5.905, 2013, 200000000, 491868548]","[34.867, 7.747, 2015, 44000000, 155760117]"
Boris Kodjoe,2,"[1.801, 6.045, 2010, 60000000, 300228084]","[4.297, 5.806, 2012, 65000000, 240159255]","[162.664, 8.248, 0, 0, 0]"
Susan Kohner,1,"[5.595, 6.486, 1956, 0, 0]","[9.671, 7.442, 1959, 0, 0]","[6.889, 6.445, 1962, 0, 0]"
Gabriel Byrne,2,"[40.997, 8.193, 1995, 6000000, 23341568]","[24.571, 6.624, 1998, 35000000, 182968902]","[29.708, 5.928, 2002, 35000000, 68349884]"
Kim Zimmer,1,"[22.447, 7.025, 1981, 9000000, 24058838]","[3.044, 6.532, 2010, 0, 0]","[4.872, 6.745, 2014, 0, 0]"
Jonathan Cake,2,"[12.651, 6.061, 1995, 55000000, 127600435]","[10.056, 6.4, 2008, 20000000, 13204291]","[273.317, 7.933, 0, 80000000, 516642939]"
Rocky Carroll,2,"[22.584, 7.168, 1995, 53000000, 157387195]","[26.646, 6.665, 2008, 70000000, 223241637]","[712.076, 7.627, 0, 68000000, 193921372]"
Greg Giraldo,2,"[5.661, 6.7, 2002, 0, 2744253]","[5.475, 6.693, 2006, 0, 0]","[1.153, 5.5, 2009, 0, 0]"
Jonas Karlsson,2,"[3.163, 5.981, 2012, 0, 0]","[25.18, 5.201, 2017, 35000000, 43203413]","[11.164, 6.33, 2019, 0, 156168]"
Season Hubley,1,"[11.847, 6.7, 1979, 0, 0]","[26.737, 7.056, 1981, 6000000, 50244700]","[5.882, 6.2, 1982, 0, 0]"
Birkett Turton,2,"[31.311, 6.316, 2004, 46000000, 57223888]","[37.685, 5.854, 2004, 65000000, 128905366]","[44.705, 5.729, 2012, 150000000, 301970083]"
Billie Joe Armstrong,2,"[79.84, 6.998, 2007, 75000000, 527068851]","[18.208, 5.866, 2012, 35000000, 88215156]","[8.032, 5.876, 2016, 0, 0]"
Ben Robson,2,"[23.736, 5.945, 2016, 10000000, 73929392]","[381.683, 8.086, 0, 0, 0]","[76.214, 7.741, 0, 0, 330048]"
Chad Power,2,"[14.693, 5.656, 1992, 6500000, 29000301]","[4.946, 4.946, 1992, 0, 0]","[12.962, 5.08, 1995, 0, 413479]"
Harry Lauter,2,"[18.784, 7.469, 1951, 995000, 1850000]","[11.446, 7.667, 1953, 0, 0]","[32.87, 6.303, 1971, 2500000, 12348905]"
Lucas Till,2,"[2.382, 7.297, 2011, 160000000, 353624124]","[69.023, 6.512, 2016, 178000000, 543934787]","[226.496, 7.306, 0, 0, 0]"
Holly Deveaux,1,"[4.474, 2.737, 2014, 0, 1500000]","[2.944, 5.7, 2017, 0, 0]","[4.289, 4.933, 2021, 0, 0]"
Jennifer Westfeldt,1,"[7.381, 6.045, 2002, 1000000, 10013424]","[10.243, 5.998, 2012, 0, 12186625]","[40.003, 7.256, 0, 70000000, 101371017]"
Trevor St. John,2,"[19.828, 6.839, 1999, 90000000, 161626121]","[31.54, 7.424, 2007, 70000000, 442824138]","[18.768, 6.301, 2013, 3500000, 25174316]"
Veronica Hamel,1,"[12.369, 6.782, 1971, 2500000, 12512637]","[8.93, 5.516, 1976, 780000, 1500000]","[7.204, 6.236, 1990, 14000000, 20000000]"
Ryan Beil,2,"[16.724, 6.991, 2014, 10000000, 28883511]","[4.883, 6.367, 2018, 0, 0]","[22.134, 6.777, 2019, 0, 333593]"
Lisa Emery,1,"[15.216, 6.101, 1994, 70000000, 131002597]","[34.24, 6.646, 2002, 50000000, 119137784]","[120.463, 8.235, 0, 0, 0]"
Walter Perez,2,"[13.134, 5.692, 2009, 18000000, 77211836]","[160.584, 7.711, 2012, 220000000, 1518815515]","[43.29, 5.744, 2015, 0, 144420]"
Nicky Guadagni,1,"[23.222, 6.798, 1997, 350000, 8969065]","[45.71, 6.547, 2006, 50000000, 100605135]","[36.61, 7.062, 2019, 6000000, 57615777]"
Jason Butler Harner,2,"[18.768, 7.599, 2008, 55000000, 113398237]","[24.505, 6.811, 2014, 50000000, 222809600]","[120.463, 8.235, 0, 0, 0]"
Jason Olive,2,"[10.347, 5.604, 2010, 0, 635162]","[18.181, 6.85, 0, 0, 0]","[28.899, 7.2, 0, 0, 0]"
Dylan Bruno,2,"[68.776, 8.211, 1998, 70000000, 481840909]","[23.691, 6.112, 2001, 49000000, 72689126]","[89.788, 6.235, 2014, 48000000, 325771424]"
D.W. Moffett,2,"[24.988, 7.373, 1993, 25000000, 40903593]","[19.716, 7.052, 2000, 48000000, 207515725]","[15.133, 5.573, 2011, 25000000, 34942188]"
Lidya Jewett,1,"[53.535, 8.058, 2016, 25000000, 235956898]","[40.453, 8.152, 2017, 20000000, 305937718]","[859.035, 6.196, 2023, 30000000, 131700000]"
William Abadie,2,"[23.645, 5.825, 2006, 65000000, 158851357]","[9.773, 6.29, 2007, 45000000, 148412065]","[85.493, 7.767, 0, 0, 0]"
Belissa Escobedo,1,"[88.251, 7.314, 2022, 30000000, 0]","[708.584, 6.997, 2023, 120000000, 128563796]","[22.145, 7.7, 0, 0, 0]"
Shameik Moore,2,"[15.386, 7.097, 2015, 7000000, 17986781]","[138.792, 8.405, 2018, 90000000, 375464627]","[575.089, 8.41, 2023, 100000000, 683241751]"
Nadji Jeter,2,"[87.131, 6.362, 2010, 80000000, 271430189]","[30.634, 5.9, 2016, 38000000, 109906372]","[40.453, 8.152, 2017, 20000000, 305937718]"
Haley Webb,1,"[47.985, 5.585, 2009, 40000000, 186167139]","[3.799, 6.2, 2015, 1600000, 0]","[28.277, 6.08, 2022, 22000000, 0]"
Judy Parfitt,1,"[14.57, 7.233, 1995, 0, 0]","[23.925, 7.385, 1998, 26000000, 65705772]","[19.793, 6.591, 2003, 0, 31466789]"
Kelly Rutherford,1,"[46.541, 5.986, 2000, 40000000, 161834276]","[23.489, 5.439, 2020, 0, 0]","[186.478, 8.289, 0, 0, 0]"
Ross Bagley,2,"[37.418, 6.756, 1994, 0, 67308282]","[49.32, 6.87, 1996, 75000000, 817400891]","[119.601, 7.944, 0, 32350000, 572700000]"
Robert Donavan,2,"[7.88, 4.464, 1998, 0, 0]","[3.27, 4.2, 2002, 0, 0]","[9.125, 3.799, 2017, 0, 0]"
Quincy Dunn-Baker,2,"[11.66, 5.878, 2013, 35000000, 21819348]","[25.238, 7.056, 2023, 0, 0]","[220.937, 7.1, 2023, 45000000, 82995526]"
Daniella Deutscher,1,"[8.671, 6.0, 2006, 0, 0]","[64.072, 7.6, 0, 0, 0]","[10.297, 8.8, 0, 0, 0]"
Nathalie Richard,1,"[10.996, 7.041, 2005, 8731048, 36000000]","[12.575, 6.853, 2010, 15000000, 9918093]","[24.044, 6.446, 2013, 4645437, 9757417]"
Ryan Buggle,2,"[3.6, 4.75, 2020, 0, 0]","[93.169, 8.075, 0, 0, 0]","[285.839, 8.104, 0, 3000000, 1300000]"
Ashley Park,1,"[51.488, 6.622, 2023, 0, 11000000]","[85.493, 7.767, 0, 0, 0]","[50.365, 7.804, 0, 0, 0]"
Noelle Sheldon,1,"[25.66, 6.972, 2019, 20000000, 256067149]","[2.275, 5.9, 2019, 0, 0]","[441.981, 8.442, 0, 0, 0]"
George Plimpton,2,"[31.567, 7.984, 1962, 15000000, 69995385]","[59.811, 8.15, 1997, 10000000, 225933435]","[10.903, 4.7, 2001, 35000000, 16176732]"
Matt McGorry,2,"[13.358, 5.163, 2015, 500000, 110834]","[196.039, 7.871, 0, 0, 0]","[27.347, 7.199, 0, 0, 0]"
Scottie Epstein,2,"[8.324, 7.0, 1999, 450000, 2049595]","[5.245, 4.59, 2001, 0, 0]","[29.122, 6.477, 2011, 3000000, 0]"
Brett Butler,1,"[31.436, 5.596, 0, 0, 0]","[57.269, 6.22, 0, 0, 0]","[449.777, 8.121, 0, 55000000, 307077295]"
Arlene Martel,1,"[0.6, 5.2, 1964, 0, 0]","[3.556, 4.605, 1977, 0, 0]","[10.068, 7.7, 2015, 0, 0]"
Lily Cole,1,"[17.227, 6.382, 2009, 30000000, 64352607]","[31.562, 5.982, 2012, 170000000, 396600000]","[56.405, 6.822, 2017, 200000000, 1332698830]"
Isaac Hempstead-Wright,2,"[17.228, 6.372, 2011, 4798235, 209696]","[24.439, 6.67, 2014, 60000000, 108255770]","[680.163, 8.442, 0, 0, 0]"
Sergio Peris-Mencheta,2,"[1.801, 6.045, 2010, 60000000, 300228084]","[50.569, 6.525, 2019, 50000000, 91490353]","[820.047, 6.77, 2023, 129000000, 384056482]"
Mena Massoud,2,"[55.201, 7.113, 2019, 183000000, 1054304000]","[12.548, 5.9, 2019, 0, 343038]","[18.237, 6.706, 2022, 0, 0]"
Laya DeLeon Hayes,1,"[21.128, 6.955, 2023, 0, 0]","[24.827, 7.2, 0, 0, 0]","[102.889, 7.653, 0, 0, 0]"
Gina Hecht,1,"[14.38, 6.0, 1982, 8100000, 21095683]","[15.743, 6.2, 1985, 0, 37803872]","[25.073, 7.614, 2008, 55000000, 168167691]"
Kevin Crowley,2,"[26.165, 7.461, 1993, 44000000, 368875760]","[25.603, 7.492, 2015, 11800000, 40272135]","[23.918, 7.529, 2019, 20000000, 13601384]"
Samantha Eggar,1,"[12.232, 7.4, 1965, 0, 0]","[11.724, 6.728, 1979, 1355000, 5000000]","[95.189, 7.501, 1997, 85000000, 252712101]"
John Patrick Amedori,2,"[30.77, 7.135, 2000, 75000000, 248118121]","[42.621, 7.562, 2004, 13000000, 96060858]","[23.721, 6.042, 2013, 30000000, 0]"
Thomas Ian Griffith,2,"[25.59, 5.895, 1989, 12500000, 38956288]","[69.684, 5.921, 2002, 70000000, 277448382]","[201.728, 8.217, 0, 0, 0]"
Dean Jones,2,"[16.124, 6.527, 1968, 0, 51264022]","[12.895, 5.877, 1977, 0, 29000000]","[27.528, 5.785, 1992, 0, 147214049]"
Rick Moranis,2,"[48.575, 7.47, 1984, 30000000, 296187079]","[27.634, 6.834, 1987, 22700000, 38119483]","[25.649, 6.283, 1989, 18000000, 222724172]"
Doug Murray,2,"[28.342, 6.761, 2003, 50000000, 177502387]","[30.909, 5.17, 2012, 11000000, 0]","[21.295, 7.815, 2015, 20000000, 98690254]"
Bob Dylan,2,"[6.931, 7.445, 1967, 0, 0]","[5.45, 7.692, 2005, 2000000, 0]","[8.667, 7.076, 2019, 0, 0]"
Frankie Avalon,2,"[19.839, 7.184, 1960, 12000000, 7900000]","[46.687, 7.395, 1978, 6000000, 181813770]","[37.101, 8.011, 1995, 50000000, 116112375]"
Khamani Griffin,2,"[19.088, 5.9, 2003, 60000000, 164433867]","[73.0, 7.362, 2012, 145000000, 306941670]","[38.508, 6.439, 2013, 78000000, 248384621]"
Daniel Casey,2,"[672.176, 7.628, 0, 350000, 29612367]","[10.277, 7.5, 0, 0, 0]","[17.218, 7.4, 0, 3500000, 3657876]"
Brian Bonsall,2,"[9.149, 6.0, 1992, 0, 0]","[24.511, 5.806, 1994, 13000000, 0]","[105.496, 7.328, 0, 18000000, 262552893]"
Robert Webb,2,"[5.101, 5.921, 2007, 0, 1752038]","[61.154, 8.025, 0, 23000000, 0]","[26.493, 7.864, 0, 0, 0]"
Margaret Lindsay,1,"[6.04, 6.5, 1935, 450000, 0]","[10.028, 7.038, 1938, 1250000, 0]","[10.098, 7.623, 1945, 1202000, 2948500]"
David Bruce,2,"[12.009, 7.197, 1941, 1400000, 16361885]","[3.014, 6.1, 1943, 0, 0]","[2.47, 6.646, 1945, 0, 0]"
Jonathan Torrens,2,"[3.61, 6.73, 2008, 0, 0]","[6.64, 6.813, 2009, 3500000, 0]","[15.136, 7.762, 0, 0, 0]"
Raymond Lee,2,"[80.369, 6.591, 2022, 74000000, 192907684]","[164.994, 8.25, 2022, 170000000, 1488732821]","[148.806, 7.314, 0, 0, 0]"
Andrew Prine,2,"[7.391, 7.846, 1962, 500000, 2500000]","[6.73, 5.853, 1976, 400000, 0]","[16.355, 5.433, 2013, 1500000, 1165882]"
Brigitte Kali Canales,1,"[53.906, 7.45, 2017, 34000000, 226945087]","[10.487, 6.882, 2020, 0, 0]","[9.96, 6.672, 2022, 0, 0]"
John Innes,2,"[12.705, 6.424, 2004, 5000000, 10100000]","[40.358, 6.546, 2005, 19000000, 145166804]","[54.599, 6.3, 2012, 70000000, 160112671]"
James Hiroyuki Liao,2,"[36.847, 5.738, 2011, 70000000, 211819354]","[31.213, 6.955, 2012, 39000000, 81493846]","[200.576, 8.037, 0, 0, 0]"
Justina Machado,1,"[57.031, 6.22, 2003, 26000000, 90941129]","[30.732, 6.799, 2013, 13000000, 68572378]","[76.148, 6.651, 2014, 9000000, 111928365]"
Tara Spencer-Nairn,1,"[13.515, 4.526, 2002, 500000, 0]","[3.403, 5.622, 2017, 0, 0]","[43.54, 6.874, 0, 0, 0]"
Javier Grajeda,2,"[23.608, 6.723, 1988, 31000000, 74151346]","[12.793, 5.39, 2002, 0, 429189]","[20.59, 7.195, 2011, 40000000, 85412898]"
Gavin Leatherwood,2,"[1.163, 8.0, 2020, 0, 0]","[20.163, 4.6, 2020, 0, 0]","[82.457, 8.238, 0, 0, 0]"
Wolé Parks,2,"[18.675, 6.32, 2012, 35000000, 31083599]","[10.941, 6.095, 2015, 0, 167085]","[396.769, 8.069, 0, 0, 0]"
Suranne Jones,1,"[47.063, 7.944, 0, 0, 0]","[21.809, 7.371, 0, 0, 0]","[12.66, 7.2, 0, 0, 0]"
Lindsey Ginter,2,"[24.025, 7.551, 1997, 36000000, 12532777]","[26.383, 6.251, 1998, 60000000, 93107289]","[15.91, 6.187, 2011, 195000000, 1123794079]"
Mary Cadorette,1,"[5.565, 4.7, 1986, 0, 136158]","[3.946, 5.9, 1998, 0, 0]","[7.605, 6.643, 0, 0, 0]"
Chris Ufland,2,"[18.021, 7.468, 1999, 90000000, 60289912]","[9.894, 5.512, 2002, 85000000, 77885672]","[27.206, 7.229, 2004, 110000000, 213700000]"
Graham Verchere,2,"[15.698, 6.906, 2018, 0, 0]","[14.025, 7.461, 2020, 0, 0]","[554.826, 8.503, 0, 0, 0]"
Edvin Endre,2,"[14.799, 7.178, 2016, 23000000, 46152411]","[7.364, 6.404, 2018, 2400000, 0]","[11.557, 7.169, 0, 0, 0]"
Yorgo Voyagis,2,"[6.123, 5.99, 1982, 0, 0]","[12.082, 6.704, 1988, 20000000, 17637950]","[49.662, 7.759, 0, 0, 0]"
Randy Vasquez,2,"[21.516, 7.185, 1984, 14000000, 316360478]","[5.622, 5.692, 1990, 25000000, 6939946]","[6.675, 4.526, 2017, 0, 0]"
Colette Giacobine,1,"[5.213, 4.525, 1970, 0, 0]","[8.118, 5.876, 1970, 0, 0]","[49.859, 5.8, 1972, 0, 0]"
Kyle Richards,1,"[50.361, 7.561, 1978, 325000, 70274000]","[45.656, 6.548, 1981, 2500000, 25533818]","[64.941, 6.2, 2022, 20000000, 104361355]"
Amanda Holden,1,"[32.642, 5.518, 0, 40000000, 27053815]","[28.309, 6.8, 0, 0, 0]","[3.401, 8.7, 0, 0, 0]"
Wayne Pére,2,"[32.051, 4.416, 2015, 120000000, 167977596]","[93.92, 7.343, 2017, 175000000, 880166924]","[99.355, 6.827, 2018, 116000000, 856085151]"
Micky Dolenz,2,"[36.137, 6.204, 2007, 15000000, 80460948]","[14.397, 7.398, 0, 0, 0]","[15.927, 7.884, 0, 0, 0]"
Richard Devon,2,"[10.103, 7.154, 1957, 0, 0]","[12.075, 6.709, 1961, 4260000, 0]","[29.156, 7.136, 1973, 0, 39768000]"
Elysia Rotaru,1,"[22.676, 4.238, 2009, 365000, 1400000]","[58.393, 5.787, 2019, 60000000, 76419755]","[21.522, 7.5, 2021, 0, 0]"
Charles Bickford,2,"[8.463, 7.3, 1947, 0, 0]","[12.447, 7.112, 1954, 5019770, 4335968]","[11.074, 7.476, 1963, 0, 0]"
Jason Schombing,2,"[17.423, 5.994, 1994, 27000000, 101646581]","[26.946, 5.777, 2005, 100000000, 333535934]","[39.298, 7.334, 2009, 130000000, 185258983]"
Yoko Maki,1,"[21.147, 5.885, 2004, 10000000, 183474602]","[18.061, 6.46, 2006, 85000000, 158964610]","[17.576, 7.652, 2013, 0, 19978961]"
Graham Beckel,2,"[40.002, 7.802, 2005, 14000000, 178043761]","[31.91, 6.721, 2013, 50000000, 137328301]","[21.611, 7.444, 2016, 22500000, 29252978]"
Robert Sedgwick,2,"[15.302, 6.202, 1990, 3500000, 16324573]","[54.981, 7.256, 1995, 90000000, 366101666]","[16.093, 4.88, 2020, 0, 0]"
Nikita Efremov,2,"[3.774, 5.875, 2011, 0, 0]","[11.118, 7.486, 2018, 150000, 0]","[35.005, 7.788, 2023, 0, 0]"
Beverly Todd,1,"[17.086, 7.3, 1989, 0, 0]","[30.306, 7.228, 2005, 6500000, 98410061]","[19.563, 7.181, 2007, 45000000, 175372502]"
Faith Ford,1,"[7.13, 5.2, 2003, 0, 0]","[30.346, 6.057, 2005, 56000000, 198636868]","[72.318, 6.492, 0, 0, 0]"
​Christopher Lowell,2,"[59.509, 8.201, 2011, 25000000, 216639112]","[13.461, 6.607, 2014, 6000000, 3485127]","[24.127, 7.453, 2020, 0, 13868965]"
Robert John Burke,2,"[23.944, 4.752, 1993, 22000000, 10696210]","[40.748, 7.187, 2011, 27000000, 161849455]","[21.527, 7.519, 2018, 15000000, 93411426]"
Gabriel Hogan,2,"[11.506, 5.942, 2004, 0, 0]","[3.667, 5.722, 2014, 0, 0]","[43.29, 5.744, 2015, 0, 144420]"
Dorothy Lyman,1,"[22.19, 7.366, 2001, 53000000, 83282296]","[17.708, 6.1, 2006, 65000000, 163247198]","[52.12, 8.168, 2006, 90000000, 291465000]"
Bronson Pinchot,2,"[19.037, 6.587, 1983, 6200000, 63541777]","[21.516, 7.185, 1984, 14000000, 316360478]","[28.897, 7.542, 1993, 12500000, 12600000]"
John Saxon,2,"[29.503, 7.419, 1973, 10000000, 21485066]","[46.832, 7.322, 1984, 1100000, 57000000]","[32.053, 7.015, 1996, 19000000, 25836616]"
Eric Petersen,2,"[44.706, 7.141, 2018, 0, 0]","[60.625, 7.2, 0, 0, 0]","[23.233, 6.904, 0, 0, 0]"
Travis Van Winkle,2,"[14.528, 6.786, 2007, 150000000, 709709780]","[41.242, 5.751, 2009, 19000000, 91509154]","[121.177, 8.068, 0, 0, 0]"
Jamie Denbo,1,"[26.646, 6.665, 2008, 70000000, 223241637]","[34.886, 6.265, 2015, 50000000, 242786137]","[55.599, 5.371, 2016, 144000000, 229147509]"
Kristina Wayborn,1,"[37.282, 6.321, 1983, 27500000, 187500000]","[2.319, 6.1, 1997, 1, 14]","[4.6, 4.955, 2010, 0, 0]"
Randy Boone,2,"[4.505, 5.5, 1973, 0, 0]","[2.783, 6.6, 1974, 0, 0]","[38.157, 4.75, 0, 0, 0]"
Wyatt Cenac,2,"[3.712, 6.019, 2008, 13000, 0]","[690.529, 6.325, 0, 0, 0]","[18.355, 7.103, 0, 0, 0]"
Niko Nicotera,2,"[76.148, 6.651, 2014, 9000000, 111928365]","[11.846, 6.387, 2015, 19500000, 34854990]","[206.11, 8.443, 0, 0, 0]"
C.S. Lee,2,"[58.836, 5.682, 2004, 90000000, 102000000]","[23.0, 5.189, 2009, 16000000, 76514050]","[245.434, 8.188, 0, 665603, 274827]"
Fiona Dolman,1,"[5.537, 7.339, 2010, 0, 0]","[672.176, 7.628, 0, 350000, 29612367]","[169.946, 7.111, 0, 0, 0]"
Shane West,2,"[61.001, 7.742, 2002, 11800000, 47494916]","[25.873, 5.952, 2003, 78000000, 179265204]","[13.768, 6.263, 2009, 0, 2186782]"
Tim Hopper,2,"[33.028, 7.393, 1992, 40000000, 75505856]","[21.985, 6.815, 2001, 68000000, 203388341]","[33.406, 7.074, 2003, 35000000, 131095990]"
Jacob Buster,2,"[11.312, 6.045, 2018, 0, 0]","[104.672, 6.852, 0, 0, 0]","[25.984, 7.203, 0, 0, 0]"
Tony Longo,2,"[26.176, 6.781, 1991, 29000000, 59509925]","[34.817, 7.828, 2001, 15000000, 20271129]","[28.342, 6.761, 2003, 50000000, 177502387]"
Peter Mooney,2,"[10.491, 5.113, 2009, 0, 0]","[13.836, 6.144, 2019, 6000000, 21150265]","[25.606, 7.6, 0, 0, 0]"
James Buckley,2,"[12.902, 6.169, 2011, 4478250, 88823111]","[43.928, 5.281, 2014, 6500000, 16861137]","[35.522, 7.657, 0, 0, 0]"
Michael Ensign,2,"[48.575, 7.47, 1984, 30000000, 296187079]","[139.51, 7.9, 1997, 200000000, 2264162353]","[19.838, 5.887, 2002, 47000000, 30002758]"
Erin Fitzgerald,1,"[169.449, 7.428, 2022, 190000000, 18879922]","[67.039, 7.9, 0, 31000000, 227514205]","[21.043, 7.8, 0, 0, 0]"
Daniel Tosh,2,"[2.118, 6.872, 2007, 0, 0]","[11.281, 4.141, 2008, 62000000, 40854735]","[38.121, 7.219, 0, 0, 0]"
Abby Elliott,1,"[35.402, 6.288, 2011, 25000000, 149228077]","[93.618, 5.903, 2014, 125000000, 485004754]","[329.643, 8.157, 0, 0, 0]"
Mitch Longley,2,"[555.39, 8.262, 0, 160000000, 61698899]","[273.317, 7.933, 0, 80000000, 516642939]","[149.712, 7.458, 0, 27000000, 56308881]"
Mercedes McCambridge,1,"[13.52, 7.395, 1954, 0, 0]","[17.236, 7.628, 1956, 5400000, 32855818]","[94.386, 7.725, 1973, 12000000, 441405644]"
Vladimir Kulich,2,"[26.058, 6.662, 1999, 160000000, 61698899]","[11.351, 6.145, 2011, 25000000, 5151023]","[217.606, 7.257, 2014, 55000000, 192330738]"
Zero Mostel,2,"[9.718, 6.1, 1966, 0, 0]","[15.014, 7.105, 1968, 947000, 0]","[9.295, 6.913, 1976, 0, 0]"
Ian Ziering,2,"[12.257, 3.9, 2013, 1000000, 0]","[13.115, 4.6, 2014, 0, 0]","[11.889, 4.622, 2015, 0, 0]"
Barry Watson,2,"[10.616, 5.388, 2002, 12000000, 12517488]","[23.187, 4.971, 2005, 20000000, 67192859]","[24.974, 7.344, 2019, 18000000, 17643857]"
Ben Wright,2,"[46.36, 7.17, 1961, 4000000, 85000000]","[69.293, 7.276, 1967, 4000000, 205843612]","[90.905, 7.355, 1989, 40000000, 211343479]"
Steven Culp,2,"[36.906, 4.546, 1993, 3000000, 15938065]","[18.192, 7.02, 2000, 80000000, 34566746]","[41.798, 7.669, 2014, 170000000, 714766572]"
Buck Taylor,2,"[27.279, 6.91, 2007, 18000000, 57470220]","[32.41, 5.591, 2011, 163000000, 174822325]","[24.637, 7.305, 2016, 12000000, 37589296]"
Michael Bunin,2,"[22.728, 5.7, 2002, 60000000, 104391623]","[13.94, 6.7, 2009, 60000000, 38332994]","[14.451, 5.088, 2015, 0, 0]"
Lee Evans,2,"[59.627, 7.5, 1997, 90000000, 263920180]","[27.413, 6.523, 1997, 38000000, 122417389]","[31.516, 6.59, 1998, 23000000, 369884651]"
