name,oscar_total,gg_total,cc_total,awards_total
Lisa Thornhill,0.0,0.0,0.0,0.0
Jack Coleman,0.0,0.0,0.0,0.0
Grant Heslov,0.0,0.0,0.0,0.0
Nicholas Campbell,0.0,0.0,0.0,0.0
Roma Downey,0.0,0.0,0.0,0.0
Cooper Thornton,0.0,0.0,0.0,0.0
Miguel Ferrer,0.0,0.0,0.0,0.0
Malik Yoba,0.0,0.0,0.0,0.0
Harry Connick Jr.,0.0,0.0,0.0,0.0
Gretchen Mol,0.0,0.0,0.0,0.0
Shawna Waldron,0.0,0.0,0.0,0.0
Oded Fehr,0.0,0.0,0.0,0.0
Ingeborga Dapkūnaitė,0.0,0.0,0.0,0.0
Candi Milo,0.0,0.0,0.0,0.0
Emilie Ullerup,0.0,0.0,0.0,0.0
Eric Bogosian,0.0,0.0,0.0,0.0
Daniel Davis,0.0,0.0,0.0,0.0
Timothy Hutton,3.0,3.0,0.0,6.0
Christopher Russell,0.0,0.0,0.0,0.0
Mary Kay Place,0.0,0.0,0.0,0.0
Sam J. Jones,0.0,0.0,0.0,0.0
Monica Calhoun,0.0,0.0,0.0,0.0
Jessie T. Usher,0.0,0.0,0.0,0.0
Andrew Ellis,0.0,0.0,0.0,0.0
Mayko Nguyen,0.0,0.0,0.0,0.0
Leonor Varela,0.0,0.0,0.0,0.0
Jessica Capshaw,0.0,0.0,0.0,0.0
Shari Headley,0.0,0.0,0.0,0.0
Olesya Rulin,0.0,0.0,0.0,0.0
Keenen Ivory Wayans,0.0,0.0,0.0,0.0
Ari Cohen,0.0,0.0,0.0,0.0
Kelly Stables,0.0,0.0,0.0,0.0
Frances Tomelty,0.0,0.0,0.0,0.0
Paulino Nunes,0.0,0.0,0.0,0.0
Brooke Satchwell,0.0,0.0,0.0,0.0
Stanley Anderson,0.0,0.0,0.0,0.0
Julia Chan,0.0,0.0,0.0,0.0
Rodney Rowland,0.0,0.0,0.0,0.0
Dean Lennox Kelly,0.0,0.0,0.0,0.0
Chord Overstreet,0.0,0.0,0.0,0.0
Avril Lavigne,0.0,0.0,0.0,0.0
Caroline Aaron,0.0,0.0,0.0,0.0
Carmela Zumbado,0.0,0.0,0.0,0.0
Chris Colfer,0.0,0.0,0.0,0.0
Hikari Mitsushima,0.0,0.0,0.0,0.0
Song Kang-ho,0.0,0.0,0.0,0.0
Rebecca Marshall,0.0,0.0,0.0,0.0
Brian Doyle-Murray,0.0,0.0,0.0,0.0
Silas Weir Mitchell,0.0,0.0,0.0,0.0
James Carpinello,0.0,0.0,0.0,0.0
Danielle Nicolet,0.0,0.0,0.0,0.0
Hawthorne James,0.0,0.0,0.0,0.0
Jonny Coyne,0.0,0.0,0.0,0.0
Sharon Conley,0.0,0.0,0.0,0.0
Bill McKinney,0.0,0.0,0.0,0.0
Kate Nelligan,1.0,0.0,0.0,1.0
Ashley Scott,0.0,0.0,0.0,0.0
Jenna Dewan,0.0,0.0,0.0,0.0
Chloe Webb,0.0,0.0,0.0,0.0
Matt Bennett,0.0,0.0,0.0,0.0
Henry Thomas,0.0,0.0,0.0,0.0
Robert Towers,0.0,0.0,0.0,0.0
Bo Hopkins,0.0,0.0,0.0,0.0
Akshay Kumar,0.0,0.0,0.0,0.0
Richard Sammel,0.0,0.0,0.0,0.0
Michael Landes,0.0,0.0,0.0,0.0
Stephanie Romanov,0.0,0.0,0.0,0.0
Danny Pino,0.0,0.0,0.0,0.0
Brian Bloom,0.0,0.0,0.0,0.0
Nate Hartley,0.0,0.0,0.0,0.0
Wynn Everett,0.0,0.0,0.0,0.0
Neil Ellice,0.0,0.0,0.0,0.0
Steve Austin,0.0,0.0,0.0,0.0
Bob Morley,0.0,0.0,0.0,0.0
Rob Corddry,0.0,0.0,0.0,0.0
Richard Karn,0.0,0.0,0.0,0.0
Matthew Knight,0.0,0.0,0.0,0.0
Sara Botsford,0.0,0.0,0.0,0.0
Paul Wight,0.0,0.0,0.0,0.0
Michael Bay,0.0,0.0,0.0,0.0
Emily Meade,0.0,0.0,0.0,0.0
Clu Gulager,0.0,0.0,0.0,0.0
Julia Deakin,0.0,0.0,0.0,0.0
Christine Lahti,1.0,3.0,0.0,4.0
Joshua Snyder,0.0,0.0,0.0,0.0
Frederick Lau,0.0,0.0,0.0,0.0
Isabelle Fuhrman,0.0,0.0,0.0,0.0
Kareena Kapoor Khan,0.0,0.0,0.0,0.0
Eric Pierpoint,0.0,0.0,0.0,0.0
Jacob Blair,0.0,0.0,0.0,0.0
Paul Telfer,0.0,0.0,0.0,0.0
Amy Irving,1.0,2.0,0.0,3.0
Dan Payne,0.0,0.0,0.0,0.0
Jesse McCartney,0.0,0.0,0.0,0.0
Lara Robinson,0.0,0.0,0.0,0.0
Nick Stahl,0.0,0.0,0.0,0.0
Nick Thune,0.0,0.0,0.0,0.0
Chrissie Hynde,0.0,0.0,0.0,0.0
Arata Iura,0.0,0.0,0.0,0.0
Corey Haim,0.0,0.0,0.0,0.0
Merritt Wever,0.0,0.0,0.0,0.0
John Koyama,0.0,0.0,0.0,0.0
Steve Bannos,0.0,0.0,0.0,0.0
Donovan Patton,0.0,0.0,0.0,0.0
Regis Philbin,0.0,0.0,0.0,0.0
Taylor Handley,0.0,0.0,0.0,0.0
John Anderson,0.0,0.0,0.0,0.0
Woody Allen,1.0,4.0,0.0,5.0
Jung Kyung-ho,0.0,0.0,0.0,0.0
Mike Dopud,0.0,0.0,0.0,0.0
Rosalind Chao,0.0,0.0,0.0,0.0
Mel Smith,0.0,0.0,0.0,0.0
Missy Peregrym,0.0,0.0,0.0,0.0
Carlos Gómez,0.0,0.0,0.0,0.0
Reed Diamond,0.0,0.0,0.0,0.0
Graham McTavish,0.0,0.0,0.0,0.0
Angela Griffin,0.0,0.0,0.0,0.0
Niall Matter,0.0,0.0,0.0,0.0
Carole Cook,0.0,0.0,0.0,0.0
Scout Taylor-Compton,0.0,0.0,0.0,0.0
Tom Bosley,0.0,0.0,0.0,0.0
Angie Everhart,0.0,0.0,0.0,0.0
Renée Taylor,0.0,0.0,0.0,0.0
Marcus Johnson,0.0,0.0,0.0,0.0
Angela Featherstone,0.0,0.0,0.0,0.0
Logan Miller,0.0,0.0,0.0,0.0
Joanna Merlin,0.0,0.0,0.0,0.0
Martin Klebba,0.0,0.0,0.0,0.0
Anne Consigny,0.0,0.0,0.0,0.0
Michael Imperioli,0.0,0.0,0.0,0.0
Michael Welch,0.0,0.0,0.0,0.0
Noah Taylor,0.0,0.0,0.0,0.0
Claire van der Boom,0.0,0.0,0.0,0.0
Anne Lockhart,0.0,0.0,0.0,0.0
Tyler Johnson,0.0,0.0,0.0,0.0
Christine Chatelain,0.0,0.0,0.0,0.0
Sierra McCormick,0.0,0.0,0.0,0.0
Claire Skinner,0.0,0.0,0.0,0.0
Rodrigo Santoro,0.0,0.0,0.0,0.0
David Cronenberg,0.0,0.0,0.0,0.0
Harland Williams,0.0,0.0,0.0,0.0
Brian Bosworth,0.0,0.0,0.0,0.0
Vanessa Marano,0.0,0.0,0.0,0.0
Miley Cyrus,0.0,0.0,0.0,0.0
Serena Williams,0.0,0.0,0.0,0.0
Shahid Kapoor,0.0,0.0,0.0,0.0
Ashley Laurence,0.0,0.0,0.0,0.0
Bam Margera,0.0,0.0,0.0,0.0
Thomas Haden Church,1.0,1.0,1.0,3.0
Fiona Glascott,0.0,0.0,0.0,0.0
Scott Coffey,0.0,0.0,0.0,0.0
Zach Grenier,0.0,0.0,0.0,0.0
Peter Firth,1.0,1.0,0.0,2.0
Theresa Russell,0.0,0.0,0.0,0.0
Ryan Devlin,0.0,0.0,0.0,0.0
Richard Armitage,0.0,0.0,0.0,0.0
Olympia Dukakis,3.0,1.0,0.0,4.0
Russell Wong,0.0,0.0,0.0,0.0
Chris Diamantopoulos,0.0,0.0,0.0,0.0
Richard Roundtree,0.0,0.0,0.0,0.0
P.J. Prinsloo,0.0,0.0,0.0,0.0
Asami,0.0,0.0,0.0,0.0
Jack Davidson,0.0,0.0,0.0,0.0
Vanessa Angel,0.0,0.0,0.0,0.0
Paul Scheer,0.0,0.0,0.0,0.0
Louis Gossett Jr.,3.0,1.0,0.0,4.0
Patty Ross,0.0,0.0,0.0,0.0
Adina Porter,0.0,0.0,0.0,0.0
Paul Benedict,0.0,0.0,0.0,0.0
Satomi Korogi,0.0,0.0,0.0,0.0
Dennis Farina,0.0,0.0,0.0,0.0
Alvin Sanders,0.0,0.0,0.0,0.0
Leonard Nimoy,0.0,0.0,0.0,0.0
Ty Olsson,0.0,0.0,0.0,0.0
Norman Chui Siu-Keung,0.0,0.0,0.0,0.0
Shaun Johnston,0.0,0.0,0.0,0.0
Nick Cheung,0.0,0.0,0.0,0.0
Shi Ne Nielson,0.0,0.0,0.0,0.0
James Fleet,0.0,0.0,0.0,0.0
Samy Naceri,0.0,0.0,0.0,0.0
Chad Donella,0.0,0.0,0.0,0.0
Maaya Sakamoto,0.0,0.0,0.0,0.0
Andrew McNee,0.0,0.0,0.0,0.0
Tamlyn Tomita,0.0,0.0,0.0,0.0
Michael Ontkean,0.0,0.0,0.0,0.0
Karron Graves,0.0,0.0,0.0,0.0
Miriam McDonald,0.0,0.0,0.0,0.0
Mason Cook,0.0,0.0,0.0,0.0
Carlease Burke,0.0,0.0,0.0,0.0
Wanda Sykes,0.0,0.0,0.0,0.0
Jake McLaughlin,0.0,0.0,0.0,0.0
Billy Campbell,0.0,0.0,0.0,0.0
Maeve Dermody,0.0,0.0,0.0,0.0
Jordan Bridges,0.0,0.0,0.0,0.0
Alessandra Ambrosio,0.0,0.0,0.0,0.0
Dion Johnstone,0.0,0.0,0.0,0.0
Ingrid Kavelaars,0.0,0.0,0.0,0.0
Andrew Daly,0.0,0.0,0.0,0.0
Rebecca Pidgeon,0.0,0.0,0.0,0.0
Jenna Lamia,0.0,0.0,0.0,0.0
JoBeth Williams,0.0,0.0,0.0,0.0
Jesse Lee Soffer,0.0,0.0,0.0,0.0
Stephen McKinley Henderson,0.0,0.0,0.0,0.0
Shanti Roney,0.0,0.0,0.0,0.0
Jarod Joseph,0.0,0.0,0.0,0.0
Isaac Hayes,0.0,0.0,0.0,0.0
Dylan Neal,0.0,0.0,0.0,0.0
Valerie Mahaffey,0.0,0.0,0.0,0.0
Rudolf Martin,0.0,0.0,0.0,0.0
Cher,4.0,6.0,0.0,10.0
Ed Westwick,0.0,0.0,0.0,0.0
Anthony Azizi,0.0,0.0,0.0,0.0
Tracy Morgan,0.0,0.0,0.0,0.0
Josh Stewart,0.0,0.0,0.0,0.0
James Le Gros,0.0,0.0,0.0,0.0
Ciara Bravo,0.0,0.0,0.0,0.0
Nadia Dajani,0.0,0.0,0.0,0.0
Rob Reiner,0.0,0.0,0.0,0.0
Pasha D. Lychnikoff,0.0,0.0,0.0,0.0
Rachael Crawford,0.0,0.0,0.0,0.0
Marthe Keller,0.0,1.0,0.0,1.0
Rhoda Griffis,0.0,0.0,0.0,0.0
Rosemarie DeWitt,0.0,0.0,0.0,0.0
Jayne Atkinson,0.0,0.0,0.0,0.0
Justin Timberlake,0.0,0.0,0.0,0.0
Debra Wilson,0.0,0.0,0.0,0.0
Ariel Gade,0.0,0.0,0.0,0.0
Geri Horner,0.0,0.0,0.0,0.0
Fred Thompson,0.0,0.0,0.0,0.0
Lee Seung-joon,0.0,0.0,0.0,0.0
Christopher Cousins,0.0,0.0,0.0,0.0
James Faulkner,0.0,0.0,0.0,0.0
Trieste Kelly Dunn,0.0,0.0,0.0,0.0
Isabel Lucas,0.0,0.0,0.0,0.0
Hannah Herzsprung,0.0,0.0,0.0,0.0
Jane Daly,0.0,0.0,0.0,0.0
Yuko Tanaka,0.0,0.0,0.0,0.0
Melora Hardin,0.0,0.0,0.0,0.0
Chester Bennington,0.0,0.0,0.0,0.0
Brian Gleeson,0.0,0.0,0.0,0.0
Michael Gough,0.0,0.0,0.0,0.0
Jean Rochefort,0.0,0.0,0.0,0.0
Robert Wisden,0.0,0.0,0.0,0.0
Jesse Ventura,0.0,0.0,0.0,0.0
Robert Smigel,0.0,0.0,0.0,0.0
Hayley McFarland,0.0,0.0,0.0,0.0
Christopher Denham,0.0,0.0,0.0,0.0
Adrian Rawlins,0.0,0.0,0.0,0.0
Bobb'e J. Thompson,0.0,0.0,0.0,0.0
Alexis Fields,0.0,0.0,0.0,0.0
Ian Harding,0.0,0.0,0.0,0.0
Paul Williams,0.0,0.0,0.0,0.0
Courtney Gains,0.0,0.0,0.0,0.0
Kate Trotter,0.0,0.0,0.0,0.0
Keith Gordon,0.0,0.0,0.0,0.0
Kate Atkinson,0.0,0.0,0.0,0.0
Lee Min-ki,0.0,0.0,0.0,0.0
Jayce Bartok,0.0,0.0,0.0,0.0
Annalise Basso,0.0,0.0,0.0,0.0
Lisa Loeb,0.0,0.0,0.0,0.0
Maxwell Caulfield,0.0,0.0,0.0,0.0
Rade Šerbedžija,0.0,0.0,0.0,0.0
Anne Meara,0.0,0.0,0.0,0.0
Seth Gabel,0.0,0.0,0.0,0.0
Geoff Stults,0.0,0.0,0.0,0.0
Lexa Doig,0.0,0.0,0.0,0.0
Aya Cash,0.0,0.0,0.0,0.0
Clayton Rohner,0.0,0.0,0.0,0.0
Dennis Cockrum,0.0,0.0,0.0,0.0
Matt Ryan,0.0,0.0,0.0,0.0
Autumn Reeser,0.0,0.0,0.0,0.0
David Kaye,0.0,0.0,0.0,0.0
Jennifer Ferrin,0.0,0.0,0.0,0.0
Farhan Akhtar,0.0,0.0,0.0,0.0
Fanny Ardant,0.0,0.0,0.0,0.0
Kim Min-hee,0.0,0.0,0.0,0.0
Liz White,0.0,0.0,0.0,0.0
Trever O'Brien,0.0,0.0,0.0,0.0
Robert Rodriguez,0.0,0.0,0.0,0.0
Ingrid Oliver,0.0,0.0,0.0,0.0
Keeley Hawes,0.0,0.0,0.0,0.0
Jeremy Northam,0.0,0.0,0.0,0.0
William Daniels,0.0,0.0,0.0,0.0
Mackenzie Lintz,0.0,0.0,0.0,0.0
Carlos Alazraqui,0.0,0.0,0.0,0.0
Russell Hornsby,0.0,0.0,0.0,0.0
Rachel Maddow,0.0,0.0,0.0,0.0
Ja Rule,0.0,0.0,0.0,0.0
Kristin Minter,0.0,0.0,0.0,0.0
Chris Isaak,0.0,0.0,0.0,0.0
Keiichi Sonobe,0.0,0.0,0.0,0.0
Salli Richardson-Whitfield,0.0,0.0,0.0,0.0
Jennifer Finnigan,0.0,0.0,0.0,0.0
Paul Calderon,0.0,0.0,0.0,0.0
Eric Idle,0.0,0.0,0.0,0.0
E.J. Callahan,0.0,0.0,0.0,0.0
Todd Giebenhain,0.0,0.0,0.0,0.0
Gena Rowlands,2.0,6.0,0.0,8.0
Michael Learned,0.0,0.0,0.0,0.0
Shinichi Tsutsumi,0.0,0.0,0.0,0.0
Beth Grant,0.0,0.0,0.0,0.0
Roger Haskett,0.0,0.0,0.0,0.0
Martin Donovan,0.0,0.0,0.0,0.0
Robin Dunne,0.0,0.0,0.0,0.0
Claudia Gerini,0.0,0.0,0.0,0.0
Alex Black,0.0,0.0,0.0,0.0
Orla Brady,0.0,0.0,0.0,0.0
Mahima Nambiar,0.0,0.0,0.0,0.0
Barbara Eve Harris,0.0,0.0,0.0,0.0
Karan Kendrick,0.0,0.0,0.0,0.0
Jimmy Kimmel,0.0,0.0,0.0,0.0
Rachel Boston,0.0,0.0,0.0,0.0
Alan Ford,0.0,0.0,0.0,0.0
Richard Ward,0.0,0.0,0.0,0.0
Kimberlee Peterson,0.0,0.0,0.0,0.0
Dean O'Gorman,0.0,0.0,0.0,0.0
Takuya Kimura,0.0,0.0,0.0,0.0
Stuart Wilson,0.0,0.0,0.0,0.0
Nao Toyama,0.0,0.0,0.0,0.0
Catherine Taber,0.0,0.0,0.0,0.0
Mark Margolis,0.0,0.0,0.0,0.0
Shaun Evans,0.0,0.0,0.0,0.0
Perry King,0.0,0.0,0.0,0.0
Robert Maillet,0.0,0.0,0.0,0.0
Jannis Niewöhner,0.0,0.0,0.0,0.0
Antonio Cupo,0.0,0.0,0.0,0.0
Tony Bennett,0.0,0.0,0.0,0.0
Charlie Talbert,0.0,0.0,0.0,0.0
Patti D'Arbanville,0.0,0.0,0.0,0.0
Jiang Wen,0.0,0.0,0.0,0.0
Trudie Styler,0.0,0.0,0.0,0.0
Matt McCoy,0.0,0.0,0.0,0.0
Rob Paulsen,0.0,0.0,0.0,0.0
Anna Hutchison,0.0,0.0,0.0,0.0
James Haven,0.0,0.0,0.0,0.0
Mark Blum,0.0,0.0,0.0,0.0
Lennon Parham,0.0,0.0,0.0,0.0
50 Cent,0.0,0.0,0.0,0.0
Bethany Brown,0.0,0.0,0.0,0.0
Sophie Okonedo,1.0,0.0,0.0,1.0
Jason O'Mara,0.0,0.0,0.0,0.0
Roy Dupuis,0.0,0.0,0.0,0.0
Raoul Max Trujillo,0.0,0.0,0.0,0.0
Jack Huston,0.0,0.0,0.0,0.0
Finola Hughes,0.0,0.0,0.0,0.0
Ariane Labed,0.0,0.0,0.0,0.0
Jeffrey Tambor,0.0,0.0,0.0,0.0
Tara Karsian,0.0,0.0,0.0,0.0
Jason Davis,0.0,0.0,0.0,0.0
Kathy Burke,0.0,0.0,0.0,0.0
Paul Blackthorne,0.0,0.0,0.0,0.0
Michael Reilly Burke,0.0,0.0,0.0,0.0
Sarah Smyth,0.0,0.0,0.0,0.0
Anthony Geary,0.0,0.0,0.0,0.0
Steven Tyler,0.0,0.0,0.0,0.0
Asia Argento,0.0,0.0,0.0,0.0
Kenji Nojima,0.0,0.0,0.0,0.0
Hynden Walch,0.0,0.0,0.0,0.0
Richard Roxburgh,0.0,0.0,0.0,0.0
Ben Miles,0.0,0.0,0.0,0.0
Dan Levy,0.0,0.0,0.0,0.0
David Calder,0.0,0.0,0.0,0.0
Heather Kafka,0.0,0.0,0.0,0.0
Marsha Fitzalan,0.0,0.0,0.0,0.0
Ángela Molina,0.0,0.0,0.0,0.0
Hiroko Yakushimaru,0.0,0.0,0.0,0.0
Leila Arcieri,0.0,0.0,0.0,0.0
Brian Stokes Mitchell,0.0,0.0,0.0,0.0
Nicola Posener,0.0,0.0,0.0,0.0
Steve Byers,0.0,0.0,0.0,0.0
Kim Myers,0.0,0.0,0.0,0.0
Colin Ferguson,0.0,0.0,0.0,0.0
Cody Kasch,0.0,0.0,0.0,0.0
Hoon Lee,0.0,0.0,0.0,0.0
Amanda Righetti,0.0,0.0,0.0,0.0
Vincent Curatola,0.0,0.0,0.0,0.0
Phyllis Smith,0.0,0.0,0.0,0.0
Sasha Pieterse,0.0,0.0,0.0,0.0
Alex Rocco,0.0,0.0,0.0,0.0
Harry Dean Stanton,0.0,0.0,0.0,0.0
Makoto Yasumura,0.0,0.0,0.0,0.0
Caitlin FitzGerald,0.0,0.0,0.0,0.0
Rochelle Aytes,0.0,0.0,0.0,0.0
Charlie Ray,0.0,0.0,0.0,0.0
Michael Richards,0.0,0.0,0.0,0.0
Andrew Rogers,0.0,0.0,0.0,0.0
Samuel Anderson,0.0,0.0,0.0,0.0
Kyle Howard,0.0,0.0,0.0,0.0
Kathy Baker,0.0,0.0,0.0,0.0
Katt Williams,0.0,0.0,0.0,0.0
Haley Ramm,0.0,0.0,0.0,0.0
Colin Tierney,0.0,0.0,0.0,0.0
Rachel Hayward,0.0,0.0,0.0,0.0
Piper Laurie,3.0,1.0,0.0,4.0
Daniel Eric Gold,0.0,0.0,0.0,0.0
Alice Playten,0.0,0.0,0.0,0.0
David Hewlett,0.0,0.0,0.0,0.0
Gedde Watanabe,0.0,0.0,0.0,0.0
Emily Hampshire,0.0,0.0,0.0,0.0
Sean Carrigan,0.0,0.0,0.0,0.0
Kevin Sorbo,0.0,0.0,0.0,0.0
Michael Stoyanov,0.0,0.0,0.0,0.0
Karl Collins,0.0,0.0,0.0,0.0
Kristen Connolly,0.0,0.0,0.0,0.0
Audrey Marie Anderson,0.0,0.0,0.0,0.0
Michelle Lee,0.0,0.0,0.0,0.0
Sam Waterston,1.0,3.0,0.0,4.0
Crispin Bonham-Carter,0.0,0.0,0.0,0.0
Ben Feldman,0.0,0.0,0.0,0.0
Stephanie Honoré,0.0,0.0,0.0,0.0
Ivan Sergei,0.0,0.0,0.0,0.0
Jennifer Sky,0.0,0.0,0.0,0.0
Max Beesley,0.0,0.0,0.0,0.0
Wendy Crewson,0.0,0.0,0.0,0.0
Vanessa Paradis,0.0,0.0,0.0,0.0
Susan Blakely,0.0,0.0,0.0,0.0
Michael Wincott,0.0,0.0,0.0,0.0
Arnold Pinnock,0.0,0.0,0.0,0.0
Patrick Cranshaw,0.0,0.0,0.0,0.0
Anna Hopkins,0.0,0.0,0.0,0.0
Wil Horneff,0.0,0.0,0.0,0.0
Izabella Scorupco,0.0,0.0,0.0,0.0
Karissa Lee Staples,0.0,0.0,0.0,0.0
Maria Christina Thayer,0.0,0.0,0.0,0.0
Adam McKay,0.0,0.0,0.0,0.0
Hallee Hirsh,0.0,0.0,0.0,0.0
Bob Hoskins,1.0,5.0,0.0,6.0
Keri Lynn Pratt,0.0,0.0,0.0,0.0
Nancy Lenehan,0.0,0.0,0.0,0.0
Takako Matsu,0.0,0.0,0.0,0.0
Yu Seon,0.0,0.0,0.0,0.0
Tuba Büyüküstün,0.0,0.0,0.0,0.0
Erin Cardillo,0.0,0.0,0.0,0.0
Steve Howey,0.0,0.0,0.0,0.0
Gabriel Mann,0.0,0.0,0.0,0.0
Richard Benjamin,0.0,3.0,0.0,3.0
Ivan Kaye,0.0,0.0,0.0,0.0
Ben Vereen,0.0,0.0,0.0,0.0
Jason Tobin,0.0,0.0,0.0,0.0
Steve Railsback,0.0,0.0,0.0,0.0
Bob Stephenson,0.0,0.0,0.0,0.0
Siobhan Fallon Hogan,0.0,0.0,0.0,0.0
Rita Wilson,0.0,0.0,0.0,0.0
David Letterman,0.0,0.0,0.0,0.0
David Mitchell,0.0,0.0,0.0,0.0
Aishwarya Rai Bachchan,0.0,0.0,0.0,0.0
William Haze,0.0,0.0,0.0,0.0
Robyn Lively,0.0,0.0,0.0,0.0
Sharon Leal,0.0,0.0,0.0,0.0
Paul Michael Robinson,0.0,0.0,0.0,0.0
Liana Liberato,0.0,0.0,0.0,0.0
Nicole Burdette,0.0,0.0,0.0,0.0
Vanessa Morgan,0.0,0.0,0.0,0.0
Eden Riegel,0.0,0.0,0.0,0.0
Brian Kerwin,0.0,0.0,0.0,0.0
Ben Cross,0.0,0.0,0.0,0.0
Charles Herbert,0.0,0.0,0.0,0.0
Linus Roache,0.0,0.0,0.0,0.0
Paul Chahidi,0.0,0.0,0.0,0.0
Michael Badalucco,0.0,0.0,0.0,0.0
Neil Brown Jr.,0.0,0.0,0.0,0.0
Curtiss Cook,0.0,0.0,0.0,0.0
Chadwick Boseman,1.0,0.0,1.0,2.0
Masaya Kato,0.0,0.0,0.0,0.0
Aaron Sorkin,0.0,0.0,0.0,0.0
William MacDonald,0.0,0.0,0.0,0.0
Ben Falcone,0.0,0.0,0.0,0.0
Noble Willingham,0.0,0.0,0.0,0.0
B-Real,0.0,0.0,0.0,0.0
Josh Zuckerman,0.0,0.0,0.0,0.0
Catherine Walker,0.0,0.0,0.0,0.0
Graham Shiels,0.0,0.0,0.0,0.0
Louise Bourgoin,0.0,0.0,0.0,0.0
Eugene Cordero,0.0,0.0,0.0,0.0
A Martinez,0.0,0.0,0.0,0.0
Tony Jay,0.0,0.0,0.0,0.0
Kenneth Choi,0.0,0.0,0.0,0.0
Luke Perry,0.0,0.0,0.0,0.0
Ned Beatty,1.0,1.0,0.0,2.0
Michael Urie,0.0,0.0,0.0,0.0
Shin Se-kyung,0.0,0.0,0.0,0.0
Barnaby Kay,0.0,0.0,0.0,0.0
Sidney Lumet,0.0,0.0,0.0,0.0
Ben Lawson,0.0,0.0,0.0,0.0
Nada Despotovich,0.0,0.0,0.0,0.0
Jerry Adler,0.0,0.0,0.0,0.0
Austin Abrams,0.0,0.0,0.0,0.0
Barry Pepper,0.0,0.0,0.0,0.0
Rita Gardner,0.0,0.0,0.0,0.0
Sean Combs,0.0,0.0,0.0,0.0
Masuo Amada,0.0,0.0,0.0,0.0
Irene Bedard,0.0,0.0,0.0,0.0
Kevin Gage,0.0,0.0,0.0,0.0
Johann Carlo,0.0,0.0,0.0,0.0
Alison Folland,0.0,0.0,0.0,0.0
Robert Schwartzman,0.0,0.0,0.0,0.0
Arjun Sarja,0.0,0.0,0.0,0.0
Charity Wakefield,0.0,0.0,0.0,0.0
Brooke Bloom,0.0,0.0,0.0,0.0
Mathew Horne,0.0,0.0,0.0,0.0
Andy Dick,0.0,0.0,0.0,0.0
Spencer Treat Clark,0.0,0.0,0.0,0.0
Robert Seeliger,0.0,0.0,0.0,0.0
Marion Ross,0.0,1.0,0.0,1.0
Manish Dayal,0.0,0.0,0.0,0.0
Juan José Campanella,0.0,0.0,0.0,0.0
Ana de la Reguera,0.0,0.0,0.0,0.0
Roscoe Lee Browne,0.0,0.0,0.0,0.0
Ed O'Neill,0.0,0.0,0.0,0.0
Phyllis Diller,0.0,0.0,0.0,0.0
Kiyoyuki Yanada,0.0,0.0,0.0,0.0
Omar Epps,0.0,0.0,0.0,0.0
Janet Varney,0.0,0.0,0.0,0.0
Katharine Towne,0.0,0.0,0.0,0.0
Michael Eklund,0.0,0.0,0.0,0.0
Nicholas Rowe,0.0,0.0,0.0,0.0
Neil Hopkins,0.0,0.0,0.0,0.0
Elizabeth Berrington,0.0,0.0,0.0,0.0
Mitsuo Iwata,0.0,0.0,0.0,0.0
Vanessa Redgrave,8.0,14.0,1.0,23.0
Emma Catherine Rigby,0.0,0.0,0.0,0.0
Dorian Missick,0.0,0.0,0.0,0.0
Montrose Hagins,0.0,0.0,0.0,0.0
Tammin Sursok,0.0,0.0,0.0,0.0
James Karen,0.0,0.0,0.0,0.0
Susie Porter,0.0,0.0,0.0,0.0
Brian J. White,0.0,0.0,0.0,0.0
Kayla Ewell,0.0,0.0,0.0,0.0
Elizabeth Ashley,0.0,1.0,0.0,1.0
Rosie O'Donnell,0.0,0.0,0.0,0.0
Braeden Lemasters,0.0,0.0,0.0,0.0
Marc Evan Jackson,0.0,0.0,0.0,0.0
Tom Georgeson,0.0,0.0,0.0,0.0
Clea DuVall,0.0,0.0,0.0,0.0
Asif Ali,0.0,0.0,0.0,0.0
Reece Shearsmith,0.0,0.0,0.0,0.0
Daniel Baldwin,0.0,0.0,0.0,0.0
Jeon Do-yeon,0.0,0.0,0.0,0.0
Jesse Hutch,0.0,0.0,0.0,0.0
Seo Ji-hye,0.0,0.0,0.0,0.0
Ursula Parker,0.0,0.0,0.0,0.0
Alfonso Freeman,0.0,0.0,0.0,0.0
Alex Meraz,0.0,0.0,0.0,0.0
Valerie Tian,0.0,0.0,0.0,0.0
Eleanor Bron,0.0,0.0,0.0,0.0
William Mapother,0.0,0.0,0.0,0.0
Brian Libby,0.0,0.0,0.0,0.0
Daniel Stewart Sherman,0.0,0.0,0.0,0.0
Christopher Eccleston,0.0,0.0,0.0,0.0
Ronnie Corbett,0.0,0.0,0.0,0.0
Vijay,0.0,0.0,0.0,0.0
Holly Weber,0.0,0.0,0.0,0.0
Paula Abdul,0.0,0.0,0.0,0.0
Wolf Kahler,0.0,0.0,0.0,0.0
Roshan Seth,0.0,0.0,0.0,0.0
Richard Easton,0.0,0.0,0.0,0.0
Lorna Scott,0.0,0.0,0.0,0.0
Jessica Lucas,0.0,0.0,0.0,0.0
Ryoko Hirosue,0.0,0.0,0.0,0.0
Michael Gaston,0.0,0.0,0.0,0.0
Patricia Kalember,0.0,0.0,0.0,0.0
Tess Harper,1.0,1.0,0.0,2.0
Alan Young,0.0,0.0,0.0,0.0
Janina Gavankar,0.0,0.0,0.0,0.0
